vector_number,cf_w,cf_hatL,cf_hatR,diag_cf_λ,real_v,shock,non_demean_shock
1001,0.16133385173293657,-1.2816075708730668,0.6785162217070928,-3.137178148084041,0.4196037431344335,0.006688196663552359,1.0117767732051222
1003,0.11617456152959171,-0.801646371046294,-0.49210401754921085,-1.5766136390943042,0.157953179038528,-0.0017959519484660458,1.0032926245931038
1005,0.14938577913641282,-0.6392526200071025,-0.44957636012280533,-1.2983831609394647,0.11441221985395433,-0.0025284853916804906,1.0025600911498893
1007,0.15640392236568879,-2.305503829556832,0.5185683678448072,-3.281962926738169,0.6560750537043525,0.006582025736183272,1.011670602277753
1009,0.1676058878912201,-2.353554988917761,0.1325965311594679,-3.3067594028600933,1.0859648904132824,0.005573221336166556,1.0106617978777364
1011,0.1499378612314306,-1.2053566799146043,0.12069769283296061,-2.4471345867631333,0.4417009711963571,0.0027247726850876397,1.0078133492266574
1013,0.14178162900755353,-1.166028931064278,-0.4710010443590651,-1.5280031198551924,0.26374792553249815,-0.0018954037353033915,1.0031931728062664
1015,0.16503047675431315,-0.3661063225974259,-0.5118445493976109,-1.0213977165031696,0.03486865357646973,-0.0035576603935050244,1.0015309161480648
1017,0.1719877368191014,-0.7655612789947863,0.37918015299902574,-2.3891284667387103,0.22795047509203137,0.0033036150321015256,1.0083921915736713
1019,0.17295785738435931,-1.114197972136688,-0.08104223930680554,-1.8828290343398169,0.3058916038907622,0.00037784322582390395,1.0054664197673937
1021,0.1676571835567353,-2.6513340390425966,0.3852865474596179,-3.23177101013965,0.7754595564557487,0.005969452095175853,1.0110580286367457
1023,0.1379677221442499,-0.5664010155431276,-0.3917915515088355,-1.1529004639739604,-0.12716686884127748,-0.002791730573138862,1.002296845968431
1025,0.13656649317004277,-0.30173760610210376,-0.6507310924535381,-1.0896233163799618,0.07855561730589766,-0.0037614707199571384,1.0013271058216127
1027,0.16807380246199877,-1.0913805897148743,-0.33797537717961124,-1.5237934981583323,0.2570045324557624,-0.0014957977944054512,1.0035927787471643
1029,0.1808070251651861,-1.1765677723264312,0.24679074361109166,-2.191242722333664,0.26568923507632736,0.0022731141248557574,1.0073616906664256
1031,0.14187775681651082,-0.533656886853473,-0.3880753407711879,-1.895992538953628,0.4598266511722571,-0.0005119453289346154,1.0045766312126352
1033,0.14783855270370516,0.04835835456669102,0.037043599556429996,-1.543732036980594,-0.21063425093690302,-0.0003269670783434542,1.0047616094632263
1035,0.13783171878429812,-0.7392283712239878,-0.3488273164010347,-1.4497651690128843,0.05179544447901918,-0.001746379855326552,1.0033421966862432
1037,0.1638346351276576,-0.8653997397162438,0.41348616756995415,-2.510262165478805,0.23657067964588663,0.0038481213578427376,1.0089366978994125
1039,0.1374852278047678,-0.8323538965125166,-0.5575401525470647,-1.1719448839219604,0.04821960320793295,-0.0032440802603612706,1.0018444962812085
1041,0.14222199061975083,-1.2151956434373279,-0.03975110129011972,-2.1514087582821473,0.32306410930955654,0.001315513637255572,1.0064040901788254
1043,0.15790452334780714,-1.3217019875554792,-0.4530142266045978,-1.7311986397191337,0.40469756818353186,-0.0012119714414999816,1.0038766051000698
1045,0.14080671030907155,0.20910438398358266,0.20053724813104967,-1.5033804203318235,-0.41596060733859463,6.491889676540907e-5,1.0051534954383352
1047,0.14613105875884713,-0.8147311106053157,-0.573618180314639,-1.1462091644923067,0.08671206796120323,-0.0033697659781812828,1.0017188105633885
1049,0.16416427656578136,-0.94064347023326,-0.42540863841386,-1.272069065651582,0.128386837908967,-0.002524082456276444,1.0025644940852934
1051,0.1648677435991619,-1.107303645390001,0.6462357695980581,-3.2290849333646454,0.5536917755032178,0.0069061920866815285,1.0119947686282513
1053,0.13414565028846415,-0.681816080428721,-0.40832325503751266,-1.3447962565154459,0.0004535725432797122,-0.002260518416462798,1.002828058125107
1055,0.16170445105734288,-0.7809558833369312,-0.40736579499169867,-1.2995385732681886,0.10520593360781039,-0.0023989030204474293,1.0026896735211224
1057,0.14477466179583232,-1.1930547110426404,-0.3255428717843678,-1.833067627194207,0.36181898470588614,-0.0005208608402427206,1.004567715701327
1059,0.14732745371910383,-0.8055964895847589,-0.29207124419661223,-1.5628236834153153,0.127235190449837,-0.0012466219529334577,1.0038419545886363
1061,0.1404760771868352,-1.6019140012379918,-0.06966868306561569,-2.136038268044116,0.3038746007154369,0.0012041902953039418,1.0062927668368737
1063,0.14338214538884841,-0.9645953803137486,-0.11584579474485102,-1.9839689630052004,0.2594198878615117,0.0005726953077254127,1.0056612718492952
1065,0.14563616145848446,-1.6062042153432543,0.0193902069161922,-2.2026532314192826,0.3004057189766707,0.001664980235440927,1.0067535567770107
1067,0.14497906682611195,-0.8230717271613841,0.01683315323293133,-2.0816935582599227,0.22142191332790162,0.0013245853962122744,1.006413161937782
1069,0.1339768837708144,-0.17696844110108856,-0.6071525269203182,-1.112838388231241,0.05406353076948811,-0.003576000945200386,1.0015125755963694
1071,0.15900616053940997,-1.3115569387659898,-0.35802947247213224,-1.7860147248366043,0.44086844559518834,-0.0007709279631209487,1.0043176485784489
1073,0.13125179964104117,0.24030533505272622,-0.4289308755609067,-1.0922648893122666,-0.07396443893278315,-0.003147883994396139,1.0019406925471737
1075,0.1439880583838038,-1.0653116378257277,-0.27755334094026196,-1.664176672399409,0.17728227906541605,-0.000886472604327837,1.004202103937242
1077,0.14988877874961837,-0.5661508999676546,-0.3668810406138201,-1.6142959822128766,0.2514772387350206,-0.0013222716187240025,1.0037663049228458
1079,0.1537393769230011,-1.4410012801659766,0.2139165594249981,-2.4487712014560348,0.3251215147382469,0.0030181448813713097,1.008106721422941
1081,0.1619873955597706,-0.4597242662041645,-0.22615661806622,-1.671474216411628,0.22725074249985155,-0.000709732262912155,1.0043788442786576
1083,0.15710352431264063,-0.8849572784307758,0.1868085736502323,-2.865063984549865,0.6994257350637634,0.00422574184942115,1.009314318390991
1085,0.14607112244036102,-0.2530702891887948,0.590973238270398,-2.9319448895906763,0.3226034567684666,0.00569564314196036,1.0107842196835302
1087,0.1568916032966161,-0.09694372404532858,0.4339130410724312,-2.57488195530301,0.2523309640689586,0.0040470235201099936,1.0091356000616798
1089,0.13287325040454157,0.5797650182878034,-0.6199847608398756,-0.8344801710375882,-0.03992887640797971,-0.00445673130198343,1.0006318452395864
1091,0.14117464565082116,-0.414986537532569,-0.3998654260621848,-1.2635091695295753,-0.01719403263578112,-0.0024716477719504137,1.0026169287696194
1093,0.14585197383449877,-0.7392241024981705,-0.4165428513070002,-1.2576522369110998,0.012839233630890234,-0.0025473387121959234,1.0025412378293739
1095,0.15882237289988055,-0.9518469343126279,-0.35552279708324086,-2.01679726957128,0.5875611437033079,-5.7605636293756035e-5,1.005030970905276
